Trace1,
Freq,,Amp,,
           102307679,Hz,              -65.62, dBm,
           102520052,Hz,              -26.21, dBm,
           102732425,Hz,              -64.19, dBm,
           102944798,Hz,              -67.24, dBm,
           103157171,Hz,              -63.98, dBm,
           103369544,Hz,              -36.00, dBm,
           103581917,Hz,              -63.59, dBm,
           103794290,Hz,              -67.87, dBm,
           104006663,Hz,              -63.60, dBm,
           104219036,Hz,              -59.02, dBm,
           104431409,Hz,              -66.08, dBm,
           104643782,Hz,              -65.88, dBm,
           104856155,Hz,              -62.67, dBm,
           105068528,Hz,              -34.74, dBm,
           105280901,Hz,              -67.56, dBm,
           105493274,Hz,              -65.57, dBm,
           105705647,Hz,              -66.90, dBm,
           105918020,Hz,              -29.77, dBm,
           106130393,Hz,              -66.38, dBm,
           106342766,Hz,              -65.90, dBm,
           106555139,Hz,              -64.53, dBm,
           106767512,Hz,              -34.57, dBm,
           106979885,Hz,              -65.04, dBm,
           107192258,Hz,              -68.17, dBm,
           107404631,Hz,              -68.31, dBm,
           107617004,Hz,              -65.00, dBm,
           107829377,Hz,              -65.91, dBm,
           108041750,Hz,              -69.93, dBm,
           108254123,Hz,              -31.72, dBm,
           108466496,Hz,              -65.59, dBm,
           108678869,Hz,              -69.30, dBm,
           108891242,Hz,              -66.98, dBm,
           109103615,Hz,              -64.83, dBm,
           109315988,Hz,              -36.95, dBm,
           109528361,Hz,              -66.67, dBm,
           109740734,Hz,              -64.64, dBm,
           109953107,Hz,              -48.60, dBm,
           110165480,Hz,              -63.12, dBm,
           110377853,Hz,              -63.06, dBm,
           110590226,Hz,              -64.91, dBm,
           110802599,Hz,              -59.56, dBm,
           111014972,Hz,              -68.61, dBm,
           111227345,Hz,              -66.97, dBm,
           111439718,Hz,              -65.08, dBm,
           111652091,Hz,              -66.73, dBm,
           111864464,Hz,              -43.02, dBm,
           112076837,Hz,              -64.47, dBm,
           112289210,Hz,              -65.55, dBm,
           112501583,Hz,              -33.68, dBm,
           112713956,Hz,              -63.03, dBm,
           112926329,Hz,              -66.22, dBm,
           113138702,Hz,              -63.31, dBm,
           113351075,Hz,              -64.92, dBm,
           113563448,Hz,              -39.25, dBm,
           113775821,Hz,              -69.94, dBm,
           113988194,Hz,              -67.59, dBm,
           114200567,Hz,              -64.21, dBm,
           114412940,Hz,              -67.61, dBm,
           114625313,Hz,              -63.37, dBm,
           114837686,Hz,              -64.99, dBm,
           115050059,Hz,              -34.35, dBm,
           115262432,Hz,              -64.25, dBm,
           115474805,Hz,              -64.05, dBm,
           115687178,Hz,              -64.87, dBm,
           115899551,Hz,              -40.53, dBm,
           116111924,Hz,              -68.91, dBm,
           116324297,Hz,              -65.14, dBm,
           116536670,Hz,              -67.49, dBm,
           116749043,Hz,              -51.00, dBm,
           116961416,Hz,              -65.83, dBm,
           117173789,Hz,              -65.02, dBm,
           117386162,Hz,              -66.80, dBm,
           117598535,Hz,              -64.34, dBm,
           117810908,Hz,              -64.66, dBm,
           118023281,Hz,              -66.46, dBm,
           118235654,Hz,              -65.91, dBm,
           118448027,Hz,              -46.00, dBm,
           118660400,Hz,              -65.20, dBm,
           118872773,Hz,              -62.19, dBm,
           119085146,Hz,              -62.64, dBm,
           119297519,Hz,              -35.34, dBm,
           119509892,Hz,              -56.01, dBm,
           119722265,Hz,              -53.35, dBm,
           119934638,Hz,              -54.04, dBm,
           120147011,Hz,              -44.02, dBm,
           120359384,Hz,              -54.12, dBm,
           120571757,Hz,              -56.96, dBm,
           120784130,Hz,              -57.69, dBm,
           120996503,Hz,              -64.26, dBm,
           121208876,Hz,              -62.79, dBm,
           121421249,Hz,              -66.77, dBm,
           121633622,Hz,              -65.34, dBm,
           121845995,Hz,              -36.57, dBm,
           122058368,Hz,              -65.07, dBm,
           122270741,Hz,              -64.96, dBm,
           122483114,Hz,              -68.14, dBm,
           122695487,Hz,              -43.51, dBm,
           122907860,Hz,              -65.92, dBm,
           123120233,Hz,              -66.41, dBm,
           123332606,Hz,              -68.05, dBm,
           123544979,Hz,              -45.37, dBm,
           123757352,Hz,              -68.31, dBm,
           123969725,Hz,              -65.28, dBm,
           124182098,Hz,              -63.03, dBm,
           124394471,Hz,              -66.62, dBm,
           124606844,Hz,              -65.90, dBm,
           124819217,Hz,              -63.60, dBm,
           125031590,Hz,              -66.99, dBm,
           125243963,Hz,              -49.88, dBm,
           125456336,Hz,              -68.31, dBm,
           125668709,Hz,              -65.12, dBm,
           125881082,Hz,              -37.26, dBm,
           126093455,Hz,              -65.05, dBm,
           126305828,Hz,              -68.50, dBm,
